event_idx,slice_idx,event_class,duration,RappMaxMean,RappMaxMedian,AsDec,KurtoSig,KurtoEnv,SkewnessSig,SkewnessEnv,CorPeakNumber,INT1,INT2,INT_RATIO,ES[0],ES[1],ES[2],ES[3],ES[4],KurtoF[0],KurtoF[1],KurtoF[2],KurtoF[3],KurtoF[4],DistDecAmpEnv,"env_max/duration(Data,sps)",MeanFFT,MaxFFT,FmaxFFT,FCentroid,Fquart1,Fquart3,MedianFFT,VarFFT,NpeakFFT,MeanPeaksFFT,E1FFT,E2FFT,E3FFT,E4FFT,gamma1,gamma2,gammas,SpecKurtoMaxEnv,SpecKurtoMedianEnv,RATIOENVSPECMAXMEAN,RATIOENVSPECMAXMEDIAN,DISTMAXMEAN,DISTMAXMEDIAN,NBRPEAKMAX,NBRPEAKMEAN,NBRPEAKMEDIAN,RATIONBRPEAKMAXMEAN,RATIONBRPEAKMAXMED,NBRPEAKFREQCENTER,NBRPEAKFREQMAX,RATIONBRFREQPEAKS,DISTQ2Q1,DISTQ3Q2,DISTQ3Q1
0.0,0.0,2.0,20.01,3.15247720697,3.30516747396,28.8656716418,2.98204145585,3.29830103215,0.0538193695615,0.589748691653,1.0,303.435423344,337.678677081,0.898592194114,4.84867722494,5.39842451999,5.48425842046,5.76903964943,5.82006599988,3.04722143164,3.13246960031,2.96190762807,2.98280086955,2.77789436937,0.229095838832,35.5798742276,0.103117264481,0.010294738865,12.8205128205,14.2124542125,10.8180708181,18.7301587302,0.00186442740665,0.0602989685018,2.0,0.93448759403,412.294048459,7.62610863812,1.4082263113,1.03941355216,13.2435268885,13.5533546186,2.88139149888,1.86576180786,0.0274099903637,23.8616750923,2310.83569654,12733.7217866,13289.6716503,5.0,15.0,21.0,0.333333333333,0.238095238095,18.0,6.0,0.333333333333,3.5910628436,5.80510158928,9.39616443288
0.0,1.0,2.0,20.005,3.23725756603,3.44533156749,1.99925037481,3.07522426562,3.6151866369,0.00136511716518,0.721412397011,1.0,329.40457476,359.647224529,0.915910237291,4.85340441205,5.39420012579,5.4797164599,5.75760146063,5.79116067289,2.97981676133,3.20507612304,3.01436834216,2.95538318409,2.93346653686,0.18526320484,35.6359873276,0.106507878763,0.0101472550905,12.7960927961,14.7008547009,11.0378510379,20.1709401709,0.00311219169129,0.0599032004745,2.0,0.924071256891,419.537085887,12.4712519923,2.39713413624,1.84984889216,13.2945245552,13.6327464496,3.01784569014,0.231504138796,-0.083131305028,22.9777884444,2180.67621004,11821.5168056,12357.5112279,10.0,12.0,13.0,0.833333333333,0.769230769231,18.0,26.0,1.44444444444,3.69206461113,5.86060256054,9.55266717168
0.0,2.0,2.0,20.01,3.39634893121,3.58639861799,0.578698224852,3.04901316436,4.24800642911,0.0140645282627,0.801059108987,1.0,381.977606457,336.872890853,1.13389238739,4.83950459921,5.38981692288,5.46773359094,5.72087259466,5.7494960412,2.93396879797,2.91804423576,2.80883458644,3.01994172174,3.33502155986,0.19882847523,35.6266098848,0.12261772455,0.00928781668534,12.7472527473,17.6800976801,12.2832722833,30.3052503053,0.0128518100458,0.0602560283797,2.0,0.928395513785,448.089279607,33.9396705996,11.2141244495,8.99486069292,13.7686262092,14.3115380713,3.90449155188,-0.290879843943,0.701094641098,22.4564365773,2290.03683152,10406.6937237,10893.2154721,7.0,14.0,44.0,0.5,0.159090909091,29.0,28.0,0.965517241379,3.98456972997,6.8721202621,10.8566899921
0.0,3.0,2.0,20.01,3.28470330763,3.52097416722,0.0714859437751,3.03615967163,4.00794879275,0.00218976277463,0.804041280474,1.0,359.035665701,383.370226304,0.936524646587,4.84201983557,5.39619452979,5.47300049873,5.74598112218,5.7697067821,2.95666027074,2.88127541146,2.72455239888,3.08179771407,3.52290139683,0.186696183406,35.5852785101,0.114634050537,0.00979146124817,13.0891330891,15.7509157509,11.5506715507,23.1746031746,0.00518896276441,0.0608228252123,2.0,0.910580142198,439.31107893,22.2935004041,4.40845036454,3.52636532954,13.5612426183,13.9911973111,3.44184555811,0.54936690143,2.57224571016,22.3659339278,2454.70823364,10466.1789846,10968.6782508,3.0,12.0,46.0,0.25,0.0652173913043,30.0,30.0,1.0,4.12457218001,7.40512958977,11.5297017698
1.0,0.0,2.0,20.01,3.21891711682,3.38015398535,2.76127819549,2.98607374636,3.48437113534,0.0215376233241,0.631799902496,1.0,343.575587037,347.293708874,0.989294013274,4.85114154782,5.39958839225,5.48716478782,5.77111889701,5.7977183855,3.07394497909,3.18140771344,2.95969473634,2.87708241459,2.88451050503,0.187093738378,35.6082471141,0.107530795892,0.0100754384313,12.7960927961,15.3601953602,11.3553113553,22.735042735,0.0055638334607,0.05974357528,2.0,0.929767139719,417.157895823,14.8019446048,4.74083422601,3.74365939585,13.2299594298,13.5758390611,3.04492687899,0.0168160186725,0.0258088879505,24.0870302993,2296.33546562,11958.5488283,12492.2426286,11.0,15.0,20.0,0.733333333333,0.55,24.0,27.0,1.125,3.5910628436,5.95710424932,9.54816709292
1.0,1.0,2.0,20.01,3.38245076789,3.58173901913,0.767667844523,3.07952903954,4.20890343364,0.00382402235087,0.793012170636,1.0,365.114862166,373.365115766,0.977902987581,4.83490447223,5.38473418106,5.46430780241,5.72555766189,5.76162611361,2.8843975657,2.97761455988,2.86737091074,2.9875185762,3.18560544631,0.196831629277,35.6193894212,0.117162660551,0.00941150662509,12.8205128205,16.4835164835,11.8681318681,25.7631257631,0.00793054918697,0.0603964293188,2.0,0.925111969923,440.911216902,26.8215488856,6.78607615813,5.37687183252,13.6586460074,14.1142054891,3.55699112063,0.529802133385,3.6583904733,22.6445408404,2176.41067332,10891.8330068,11393.1653987,7.0,13.0,42.0,0.538461538462,0.166666666667,34.0,21.0,0.617647058824,3.89806821619,6.66811669204,10.5661849082
1.0,2.0,2.0,20.01,3.36069444207,3.57793613056,0.155311778291,3.03504193832,4.26152937395,0.0063422748795,0.837292598238,1.0,405.142068721,370.01427694,1.09493631454,4.84628707877,5.39519983391,5.47722766657,5.73054775287,5.73713863045,2.85812647721,2.88532821134,2.70059743833,3.04087616783,3.57818334421,0.189969610808,35.6132599894,0.117280752021,0.00958040022598,13.0891330891,16.336996337,11.7948717949,25.2258852259,0.00738795318848,0.0607323685407,3.0,0.883396461468,443.249244753,25.7153409907,6.33133056756,5.08364203666,13.6459084378,14.1037513407,3.56440524992,0.549400534302,2.02915595777,20.7047680183,1894.03845977,9817.84889486,10299.4260434,3.0,10.0,33.0,0.3,0.0909090909091,33.0,28.0,0.848484848485,4.35507621383,7.6606340611,12.0157102749
2.0,0.0,2.0,20.01,3.12727763103,3.30149539682,399.2,2.9964753416,3.32841445259,0.0490030250507,0.622394268846,1.0,303.673593561,331.448779235,0.916200669864,4.85468728267,5.40362461123,5.48861285983,5.77624050663,5.82057681844,3.03251787,3.1774053121,2.96231007969,2.93193778367,2.77733854911,0.199986059274,35.6336468961,0.104018594655,0.0105069288565,12.8205128205,15.0183150183,11.2576312576,21.4163614164,0.00448606271131,0.0592406183973,2.0,0.932754670104,408.664014792,10.5060453413,3.82563863313,3.0630296288,13.2543058821,13.572025719,2.91946188523,1.20166116759,0.698723478683,23.6884190756,2275.88282109,12820.0720647,13378.9684927,7.0,11.0,23.0,0.636363636364,0.304347826087,22.0,34.0,1.54545454545,3.57756260735,5.8781028668,9.45566547415
2.0,1.0,2.0,20.005,3.26792009474,3.44627792773,2.30661157025,3.04657809562,3.67817713556,0.024695187068,0.700115888996,1.0,324.27886754,339.983467842,0.953807753062,4.84947389729,5.39582205738,5.48396198017,5.75511142874,5.78771897968,3.00164040363,3.18397571914,2.96802778685,2.97709310576,2.97036187716,0.18731575727,35.6274530229,0.105044598326,0.0100502273801,12.7960927961,14.4810744811,10.9157509158,19.5848595849,0.00266655524666,0.0599001487438,2.0,0.920170064832,416.151835183,10.5571354498,2.00004150975,1.55293498089,13.2143937208,13.5429580572,2.96504831879,0.195378327791,0.335371622334,22.5286457301,2113.50571296,11623.6705464,12152.7779005,12.0,11.0,38.0,1.09090909091,0.315789473684,24.0,30.0,1.25,3.81406674617,5.93810391682,9.75217066299
2.0,2.0,2.0,20.01,3.3708568781,3.57193851555,0.659892160929,3.07989348408,4.20457708573,0.0032200276285,0.812728887628,1.0,376.174406538,365.265529821,1.02986560687,4.83401047218,5.38913922595,5.46930434166,5.72329546712,5.75504474812,2.89075412654,2.93253102364,2.82315921395,3.01307532428,3.26755025623,0.199745368153,35.6159539682,0.113850246812,0.00946373635184,12.8205128205,14.9450549451,11.1355311355,20.1953601954,0.0022123632187,0.0616666021966,2.0,0.924610342006,444.254025972,20.0247403728,1.25960441704,0.791849101119,13.6564860187,14.0830230807,3.43975707184,0.0778284429671,1.2488240912,22.0752689178,2154.59963556,10659.1763826,11161.2881944,6.0,12.0,26.0,0.5,0.230769230769,35.0,24.0,0.685714285714,3.98656976497,6.88312045461,10.8696902196
