event_idx,slice_idx,event_class,duration,RappMaxMean,RappMaxMedian,AsDec,KurtoSig,KurtoEnv,SkewnessSig,SkewnessEnv,CorPeakNumber,INT1,INT2,INT_RATIO,ES[0],ES[1],ES[2],ES[3],ES[4],KurtoF[0],KurtoF[1],KurtoF[2],KurtoF[3],KurtoF[4],DistDecAmpEnv,"env_max/duration(Data,sps)",MeanFFT,MaxFFT,FmaxFFT,FCentroid,Fquart1,Fquart3,MedianFFT,VarFFT,NpeakFFT,MeanPeaksFFT,E1FFT,E2FFT,E3FFT,E4FFT,gamma1,gamma2,gammas,SpecKurtoMaxEnv,SpecKurtoMedianEnv,RATIOENVSPECMAXMEAN,RATIOENVSPECMAXMEDIAN,DISTMAXMEAN,DISTMAXMEDIAN,NBRPEAKMAX,NBRPEAKMEAN,NBRPEAKMEDIAN,RATIONBRPEAKMAXMEAN,RATIONBRPEAKMAXMED,NBRPEAKFREQCENTER,NBRPEAKFREQMAX,RATIONBRFREQPEAKS,DISTQ2Q1,DISTQ3Q2,DISTQ3Q1
0.0,0.0,2.0,50.015,3.25922156042,3.37065690184,3.28394004283,2.87795502701,3.19727032978,0.00163757926257,0.539603875479,1.0,606.550506634,555.624841608,1.09165476633,5.24607825376,5.79346057773,5.8716630309,6.15662073578,6.18844719907,3.19190406912,2.97230433602,2.83565490278,2.89526434597,2.77756649157,0.197954198834,14.2510086866,0.104786306113,0.0145166888658,12.8449328449,14.8473748474,11.1111111111,21.0256410256,0.0042505463983,0.0596318857486,3.0,0.894195144361,412.618999427,10.1009471104,3.60501730559,2.87837606889,13.1815006827,13.5069574521,2.94719177597,-0.00547375628439,3.18349210953,22.5340700339,2184.8365734,12506.5451997,13078.8595237,12.0,33.0,28.0,0.363636363636,0.428571428571,53.0,70.0,1.32075471698,3.74277589212,6.00043598644,9.74321187856
1.0,0.0,2.0,50.015,2.60722186129,2.70845732351,0.334623082055,2.76154029938,2.83263804108,0.02661513025,0.454958559564,1.0,575.869902065,666.706673684,0.863753018825,5.24692734303,5.80634698664,5.89014415828,6.1888201545,6.21181780399,3.15524803852,2.91541230511,2.79497402548,2.73417569552,2.60179281368,0.117147511021,11.8078711234,0.104280898776,0.0146988093965,12.6251526252,15.115995116,11.2820512821,22.2222222222,0.00524725298085,0.0595211918767,2.0,0.931893072679,408.167534206,10.6854873992,4.58704062156,3.69275420889,13.1118438889,13.4334121823,2.92166265908,0.0308236065156,2.14451082394,23.2769435156,2180.96231716,13490.0242662,14088.6472398,7.0,19.0,39.0,0.368421052632,0.179487179487,40.0,57.0,1.425,3.58751737288,5.67768765419,9.26520502706
1.0,1.0,2.0,50.015,3.19803084894,3.33085204026,10.5775462963,2.85017428597,3.12555310872,0.00842917912358,0.525818528979,1.0,597.252304984,610.238470578,0.978719523235,5.245912812,5.7985526139,5.88142111258,6.17428708534,6.20433192715,3.15710378255,2.99627034387,2.80891292021,2.81879851441,2.73390110664,0.188262344682,14.2460009352,0.101501911476,0.0145153611408,12.967032967,13.7973137973,10.5738705739,17.6556776557,0.000628718256458,0.0603466560983,2.0,0.924761554983,409.622544319,5.30642054442,0.475889378676,0.346796848044,13.1548055542,13.4577934611,2.83959427929,0.840345431644,4.62371388397,23.251164646,2285.44782707,13295.0787773,13882.4527419,20.0,33.0,64.0,0.606060606061,0.3125,45.0,54.0,1.2,3.6330888061,5.70649037821,9.33957918431
1.0,2.0,2.0,50.015,3.18509250755,3.34159190942,1.46136811024,2.87309780403,3.27116103469,0.0174496605192,0.601893748301,1.0,536.999092373,576.910212245,0.930819182908,5.25031296748,5.80186881489,5.88660575183,6.16856599077,6.19703324752,2.87449481784,2.91755836222,2.72411819471,2.93279316368,2.86437737683,0.184555427455,14.2501760582,0.111691980256,0.0144591309499,12.8449328449,16.2637362637,11.7948717949,25.8852258852,0.00796298041651,0.0590172737444,3.0,0.880422364801,423.599726958,21.4228627084,6.91454334024,5.55058595543,13.4048529235,13.8057808521,3.30295368374,0.0165825067156,3.54775347805,22.4950827091,2190.22829856,12748.1535309,13331.6217457,16.0,32.0,82.0,0.5,0.19512195122,59.0,70.0,1.18644067797,3.82444936984,6.3581026896,10.1825520594
2.0,0.0,2.0,50.015,2.65530628147,2.78462199954,0.131305134585,2.86175493318,2.87590123237,0.020233166192,0.512930836133,1.0,593.711941449,598.53913353,0.99193504349,5.24722358876,5.80149888092,5.88640771432,6.17693081623,6.19865236288,3.09900590258,2.9957366003,2.90505668788,2.81977760286,2.64550086451,0.113405023134,11.8102960589,0.103048782073,0.0145022129345,12.8693528694,14.4810744811,10.9157509158,19.9511599512,0.00338115799431,0.0593192665075,2.0,0.88357855998,408.405761561,8.79960229954,2.77250269457,2.10890038665,13.1105770083,13.4220186333,2.87460513843,0.356327142223,0.727074957714,22.2011626979,2046.87300368,12713.8243568,13298.4843629,17.0,25.0,60.0,0.68,0.283333333333,44.0,73.0,1.65909090909,3.68556500193,5.68715704291,9.37272204484
2.0,1.0,2.0,50.015,3.26772754043,3.39013280311,3.52419719584,2.88612482276,3.2196336043,0.000180916538562,0.550454261536,1.0,609.576870668,561.589973414,1.08544827993,5.24474382211,5.79300343025,5.87279643509,6.15789686709,6.18827589227,3.16670834303,2.97741900493,2.82518892611,2.88306738456,2.77931667807,0.197260678638,14.2490891588,0.104251498816,0.0143398539167,12.8449328449,14.5543345543,10.9645909646,20.0,0.00307916034313,0.0599260845397,2.0,0.920371125439,413.500649627,8.63877994825,2.69396352965,2.17969924793,13.1785372188,13.499638491,2.92684064494,0.166683470161,1.671774995,22.6879558528,2012.64688777,12483.9974287,13053.4687492,15.0,31.0,74.0,0.483870967742,0.202702702703,50.0,72.0,1.44,3.75165344405,6.15549722675,9.9071506708
4.0,0.0,2.0,50.015,3.2154910525,3.44382650635,0.215283683635,2.9069350449,3.45795491555,0.0185621142453,0.682109560346,1.0,581.826355007,617.706218048,0.941914356707,5.25173884379,5.80642651331,5.88909995102,6.16062564449,6.18515773789,2.85713595237,2.84308125775,2.65473553439,2.88952711509,2.89495937625,0.168412314916,14.2490103902,0.111237802047,0.0141716515833,12.8205128205,15.409035409,11.3797313797,22.3443223443,0.00454459081815,0.0602628834798,2.0,0.921536346727,429.656858951,19.1063222733,3.83580471462,3.02960184492,13.3850708035,13.7763629022,3.2600696922,0.37946748636,1.04192454366,22.3114170739,1885.56078505,12496.5750731,13070.8299165,10.0,8.0,27.0,1.25,0.37037037037,55.0,73.0,1.32727272727,3.93512285052,6.79744287049,10.732565721
5.0,0.0,2.0,50.02,3.20841590739,3.4332643768,0.232475052359,2.89919808293,3.44689039842,0.0149756684881,0.677618456392,1.0,590.849739682,644.014160058,0.917448367329,5.25294519762,5.80677644008,5.88849350742,6.16254940567,6.18927951425,2.84120632888,2.84042116012,2.66086010987,2.86999516341,2.85816851758,0.168285787152,14.2444789338,0.109598527356,0.0141175122201,12.7716727717,14.8717948718,11.1355311355,20.4395604396,0.00250424322909,0.06046237821,2.0,0.922091844974,429.024101174,16.2250090788,2.0394634345,1.62621413776,13.3956313364,13.7760465713,3.2150459147,0.132580002167,5.01309396237,22.8044121721,2325.2065827,12613.4625659,13186.9703301,9.0,9.0,70.0,1.0,0.128571428571,51.0,77.0,1.50980392157,3.84121807904,6.46108229195,10.302300371
5.0,1.0,2.0,50.015,3.23628524047,3.49012284076,12.7972413793,2.97477113934,3.30751873808,0.0378551025548,0.690089747942,1.0,619.593790212,578.677071308,1.07070734427,5.27180260249,5.81697903659,5.88907199408,6.17193297378,6.19457597796,2.83418278729,2.91424106362,2.79046500837,2.80055521611,2.90336810051,0.142546674086,15.4973657023,0.128959829941,0.01387199016,12.8205128205,17.9487179487,12.2832722833,29.7435897436,0.0121049018029,0.0621992408311,1.0,1.0,463.039005104,46.3576902133,10.5433290003,8.27554390736,14.0597374109,14.716691012,4.34796254352,-0.35419942805,-0.200849445544,21.3310598692,2054.06026602,13980.3359682,14642.0724799,12.0,16.0,43.0,0.75,0.279069767442,27.0,1.0,0.037037037037,5.43207538423,8.58242264446,14.0144980287
5.0,2.0,2.0,50.015,3.14178817955,3.3354620812,1.54788588895,2.94177957674,3.28436234649,0.0524458550298,0.6362216898,1.0,846.783753757,520.068013165,1.62821733374,5.27185154195,5.81146225462,5.88515222467,6.17447296885,6.19328945161,2.99634373477,3.0318331205,2.87016004863,2.66678174188,2.8702394146,0.17129338217,15.4960216527,0.123536730899,0.0144296752726,12.7960927961,16.336996337,11.746031746,24.2246642247,0.00462780411692,0.06304766182,2.0,0.911287154721,462.656514699,36.1092163932,4.11904247493,3.12016742724,14.0469762277,14.6372329981,4.11473555664,0.0292122579091,-0.166758556005,20.9183251548,1967.7612785,14228.3239169,14943.0654719,13.0,17.0,22.0,0.764705882353,0.590909090909,36.0,1.0,0.0277777777778,5.88680332178,9.97619829689,15.8630016187
